date,per,close,eps
2023-06-12,14.85,32434.0,2184.107744107744
2023-06-13,15.05,33018.6484375,2193.9301287375415
2023-06-14,15.3,33502.421875,2189.700776143791
2023-06-15,15.29,33485.48828125,2190.025394457162
2023-06-16,15.33,33706.078125,2198.700464774951
2023-06-19,15.23,33370.421875,2191.0979563361784
2023-06-20,15.19,33388.91015625,2198.08493457867
2023-06-21,15.26,33575.140625,2200.2058076671037
2023-06-22,15.27,33264.87890625,2178.446555746562
2023-06-23,15.05,32781.5390625,2178.175352990033
2023-06-26,15.03,32698.810546875,2175.5695639970063
2023-06-27,15.0,32538.330078125,2169.2220052083335
2023-06-28,15.31,33193.98828125,2168.1246427988244
2023-06-29,15.29,33234.140625,2173.58669882276
2023-06-30,15.24,33189.0390625,2177.758468667979
2023-07-03,15.47,33753.328125,2181.8570216548155
2023-07-04,15.36,33422.51953125,2175.945281982422
2023-07-05,15.36,33338.69921875,2170.48823038737
2023-07-06,15.16,32773.01953125,2161.808676203826
2023-07-07,14.99,32388.419921875,2160.6684404186126
2023-07-10,14.89,32189.73046875,2161.835491521155
2023-07-11,14.83,32203.5703125,2171.5151930209036
2023-07-12,14.74,31943.9296875,2167.1594089213027
2023-07-13,14.89,32419.330078125,2177.25521008227
2023-07-14,14.85,32391.259765625,2181.2296138468014
2023-07-18,14.93,32493.890625,2176.415982920295
2023-07-19,15.12,32896.03125,2175.6634424603176
2023-07-20,15.01,32490.51953125,2164.5915743670885
2023-07-21,15.02,32304.25,2150.749001331558
2023-07-24,15.15,32700.939453125,2158.477851691419
2023-07-25,15.17,32682.509765625,2154.417255479565
2023-07-26,15.14,32668.33984375,2157.750319930647
2023-07-27,15.22,32891.16015625,2161.048630502628
2023-07-28,15.22,32759.23046875,2152.3804512976344
2023-07-31,15.41,33172.21875,2152.6423588578846
2023-08-01,15.45,33476.578125,2166.7688106796118
2023-08-02,15.21,32707.689453125,2150.406933144313
2023-08-03,15.0,32159.279296875,2143.951953125
2023-08-04,15.06,32192.75,2137.632802124834
2023-08-07,15.08,32254.560546875,2138.8965879890584
2023-08-08,15.13,32377.2890625,2139.939792630535
2023-08-09,15.03,32204.330078125,2142.6699985445775
2023-08-10,15.17,32473.650390625,2140.649333594265
2023-08-14,15.01,32059.91015625,2135.90340814457
2023-08-15,15.08,32238.890625,2137.8574685013264
2023-08-16,14.86,31766.8203125,2137.7402632907133
2023-08-17,14.81,31626.0,2135.449020931803
2023-08-18,14.72,31450.759765625,2136.600527556046
2023-08-21,14.74,31565.640625,2141.4952934192675
2023-08-22,14.91,31856.7109375,2136.6003311535883
2023-08-23,14.98,32010.259765625,2136.8664730056744
2023-08-24,15.05,32287.2109375,2145.329630398671
2023-08-25,14.89,31624.279296875,2123.8602617108795
2023-08-28,15.13,32169.990234375,2126.238614301057
2023-08-29,15.14,32226.970703125,2128.5978007348085
2023-08-30,15.21,32333.4609375,2125.8028229783035
2023-08-31,15.34,32619.33984375,2126.4237186277705
2023-09-01,15.45,32710.619140625,2117.1921773867316
2023-09-04,15.65,32939.1796875,2104.7399161341855
2023-09-05,15.67,33036.76171875,2108.280901005105
2023-09-06,15.77,33241.01953125,2107.8642695783133
2023-09-07,15.72,32991.078125,2098.6690919211196
2023-09-08,15.55,32606.83984375,2096.9028838424438
2023-09-11,15.57,32467.759765625,2085.2767993336543
2023-09-12,15.71,32776.37109375,2086.3380708943346
2023-09-13,15.72,32706.51953125,2080.567400206743
2023-09-14,15.91,33168.1015625,2084.732970615965
2023-09-15,16.09,33533.08984375,2084.0950804070853
2023-09-19,16.11,33242.58984375,2063.4754713687153
2023-09-20,15.96,33023.78125,2069.159226190476
2023-09-21,15.8,32571.029296875,2061.4575504351264
2023-09-22,15.74,32402.41015625,2058.602932417408
2023-09-25,15.78,32678.619140625,2070.8884119534223
2023-09-26,15.68,32315.05078125,2060.9088508450254
2023-09-27,15.73,32371.900390625,2057.9720528051494
2023-09-28,15.5,31872.51953125,2056.2915826612902
2023-09-29,15.35,31857.619140625,2075.414927728013
2023-10-02,15.36,31759.880859375,2067.7005767822266
2023-10-03,15.09,31237.939453125,2070.10864500497
2023-10-04,14.68,30526.880859375,2079.48779696015
2023-10-05,14.97,31075.359375,2075.842309619238
2023-10-06,14.95,30994.669921875,2073.222068352843
2023-10-10,15.3,31746.529296875,2074.936555351307
2023-10-11,15.3,31936.509765625,2087.353579452614
2023-10-12,15.55,32494.66015625,2089.6887560289388
2023-10-13,15.33,32315.990234375,2108.022846338878
2023-10-16,15.1,31659.029296875,2096.624456746689
2023-10-17,15.23,32040.2890625,2103.7615930728825
2023-10-18,15.24,32042.25,2102.509842519685
2023-10-19,15.01,31430.619140625,2093.978623625916
2023-10-20,14.95,31259.359375,2090.9270484949834
2023-10-23,14.83,30999.55078125,2090.327092464599
2023-10-24,14.82,31062.349609375,2095.9750073802293
2023-10-25,14.93,31269.919921875,2094.4353598040857
2023-10-26,14.77,30601.779296875,2071.887562415369
2023-10-27,14.98,30991.689453125,2068.8711250417223
2023-10-30,14.81,30696.9609375,2072.7184967927074
2023-10-31,14.89,30858.849609375,2072.4546413280723
2023-11-01,15.21,31601.650390625,2077.689046063445
2023-11-02,14.81,31949.890625,2157.3187457798786
2023-11-06,14.99,32708.48046875,2182.0200446130752
2023-11-07,14.8,32271.8203125,2180.5283994932433
2023-11-08,14.57,32166.48046875,2207.7200047185997
2023-11-09,14.76,32646.4609375,2211.8198467140924
2023-11-10,14.69,32568.109375,2217.0258253914226
2023-11-13,14.68,32585.109375,2219.6940991144415
2023-11-14,14.72,32695.9296875,2221.190875509511
2023-11-15,14.85,33519.69921875,2257.2188026094277
2023-11-16,14.85,33424.41015625,2250.802030723906
2023-11-17,14.98,33585.19921875,2242.002618074099
2023-11-20,14.83,33388.03125,2251.384440323668
2023-11-21,14.78,33354.140625,2256.70775541272
2023-11-22,14.84,33451.828125,2254.166315700809
2023-11-24,14.93,33625.53125,2252.21240790355
2023-11-27,14.87,33447.671875,2249.3390635507735
2023-11-28,14.82,33408.390625,2254.2773701079623
2023-11-29,14.74,33321.21875,2260.5982869742197
2023-11-30,14.85,33486.890625,2255.00946969697
2023-12-01,14.9,33431.51171875,2243.725618708054
2023-12-04,14.76,33231.26953125,2251.441025152439
2023-12-05,14.63,32775.8203125,2240.315810833903
2023-12-06,14.92,33445.8984375,2241.6822009048255
2023-12-07,14.72,32858.30859375,2232.2220512058425
2023-12-08,14.48,32307.859375,2231.205757941989
2023-12-11,14.69,32791.80078125,2232.2532866746087
2023-12-12,14.66,32843.69921875,2240.361474675989
2023-12-13,14.66,32926.3515625,2245.9994244542972
2023-12-14,14.44,32686.25,2263.5907202216067
2023-12-15,14.52,32970.55078125,2270.6990896177685
2023-12-18,14.42,32758.98046875,2271.773957610957
2023-12-19,14.53,33219.390625,2286.2622591190643
2023-12-20,14.7,33675.94140625,2290.880367772109
2023-12-21,14.53,33140.46875,2280.8306090846527
2023-12-22,14.58,33169.05078125,2274.9691893861454
2023-12-25,14.59,33254.03125,2279.23449280329
2023-12-26,14.59,33305.8515625,2282.7862619945167
2023-12-27,14.76,33681.23828125,2281.9267128218157
2023-12-28,14.72,33539.62109375,2278.506867781929
2023-12-29,14.74,33464.171875,2270.2965993894163
2024-01-04,14.81,33288.2890625,2247.690010972316
2024-01-05,14.93,33377.421875,2235.594231413262
2024-01-09,15.02,33763.1796875,2247.881470539281
2024-01-10,15.24,34441.71875,2259.9552985564305
2024-01-11,15.53,35049.859375,2256.9130312298776
2024-01-12,15.63,35577.109375,2276.206613883557
2024-01-15,15.82,35901.7890625,2269.3924818268015
2024-01-16,15.71,35619.1796875,2267.293423774666
2024-01-17,15.67,35477.75,2264.055520102106
2024-01-18,15.64,35466.171875,2267.658048273657
2024-01-19,15.76,35963.26953125,2281.9333458914975
2024-01-22,15.99,36546.94921875,2285.612834193246
2024-01-23,15.97,36517.5703125,2286.6355862554788
2024-01-24,15.89,36226.48046875,2279.828852658905
2024-01-25,15.9,36236.46875,2279.023191823899
2024-01-26,15.68,35751.0703125,2280.0427495216836
2024-01-29,15.88,36026.94140625,2268.6990809981107
2024-01-30,15.87,36065.859375,2272.5809310018903
2024-01-31,16.04,36286.7109375,2262.2637741583544
2024-02-01,15.87,36011.4609375,2269.1531781663516
2024-02-02,16.05,36158.01953125,2252.8361078660437
2024-02-05,16.26,36354.16015625,2235.803207641451
2024-02-06,16.16,36160.66015625,2237.6646136293316
2024-02-07,16.01,36119.921875,2256.0850640224858
2024-02-08,15.96,36863.28125,2309.7294016290725
2024-02-09,16.07,36897.421875,2296.0436761045426
2024-02-13,16.29,37963.96875,2330.507596685083
2024-02-14,16.13,37703.3203125,2337.4656114383138
2024-02-15,16.06,38157.94140625,2375.9614823318807
2024-02-16,16.27,38487.23828125,2365.5340062231103
2024-02-19,16.33,38470.37890625,2355.810098361911
2024-02-20,16.28,38363.609375,2356.487062346437
2024-02-21,16.25,38262.16015625,2354.5944711538464
2024-02-22,16.47,39098.6796875,2373.933192926533
2024-02-26,16.57,39233.7109375,2367.7556389559445
2024-02-27,16.59,39239.51953125,2365.2513279837253
2024-02-28,16.56,39208.03125,2367.634737318841
2024-02-29,16.56,39166.19140625,2365.108176705918
2024-03-01,16.8,39910.8203125,2375.644066220238
2024-03-04,16.8,40109.23046875,2387.4541945684523
2024-03-05,16.88,40097.62890625,2375.4519494223937
2024-03-06,16.92,40090.78125,2369.4315159574467
2024-03-07,16.82,39598.7109375,2354.263432669441
2024-03-08,16.86,39688.94140625,2354.0297393979836
2024-03-11,16.45,38820.48828125,2359.9081022036476
2024-03-12,16.37,38797.51171875,2370.0373682803906
2024-03-13,16.32,38695.96875,2371.0765165441176
2024-03-14,16.38,38807.37890625,2369.192851419414
2024-03-15,16.45,38707.640625,2353.0480623100307
2024-03-18,16.79,39740.44140625,2366.9113404556283
2024-03-19,16.98,40003.6015625,2355.9247092167257
2024-03-21,17.29,40815.66015625,2360.6512525303647
2024-03-22,17.38,40888.4296875,2352.6139060701958
2024-03-25,17.16,40414.12109375,2355.135261873543
2024-03-26,17.18,40398.03125,2351.456999417928
2024-03-27,17.29,40762.73046875,2357.589963490457
2024-03-28,17.0,40168.0703125,2362.8276654411766
2024-03-29,17.07,40369.44140625,2364.935056019332
2024-04-01,16.92,39803.08984375,2352.4284777630023
2024-04-02,16.88,39838.91015625,2360.125009256517
2024-04-03,16.82,39451.8515625,2345.5321975326992
2024-04-04,16.98,39773.140625,2342.352215842167
2024-04-05,16.76,38992.078125,2326.496308174224
2024-04-08,16.93,39347.0390625,2324.1015394270526
2024-04-09,17.11,39773.12890625,2324.554582481005
2024-04-10,17.01,39581.80859375,2326.9728744121103
2024-04-11,17.01,39442.62890625,2318.790647045855
2024-04-12,17.07,39523.55078125,2315.3808307703575
2024-04-15,17.05,39232.80078125,2301.044034090909
2024-04-16,16.69,38471.19921875,2305.0448902786097
2024-04-17,16.47,37961.80078125,2304.9059369307834
2024-04-18,16.53,38079.69921875,2303.6720640502117
2024-04-19,16.21,37068.3515625,2286.7582703578037
2024-04-22,16.43,37438.609375,2278.673729458308
2024-04-23,16.46,37552.16015625,2281.4192075486026
2024-04-24,16.75,38460.078125,2296.124067164179
2024-04-25,16.44,37628.48046875,2288.8370114811432
2024-04-26,16.54,37934.76171875,2293.51642797763
2024-04-30,17.04,38405.66015625,2253.8532955545775
2024-05-01,16.86,38274.05078125,2270.1097735023727
2024-05-02,16.76,38236.0703125,2281.388443466587
2024-05-07,17.74,38835.1015625,2189.126356397971
2024-05-08,16.6,38202.37109375,2301.34765625
2024-05-09,17.45,38073.98046875,2181.8899982091693
2024-05-10,17.19,38229.109375,2223.915612274578
2024-05-13,17.34,38179.4609375,2201.8143562572086
2024-05-14,17.38,38356.05859375,2206.907859249137
2024-05-15,17.15,38385.73046875,2238.235012755102
2024-05-16,16.5,38920.26171875,2358.803740530303
2024-05-17,16.55,38787.37890625,2343.6482722809665
2024-05-20,16.69,39069.6796875,2340.903516327142
2024-05-21,16.51,38946.9296875,2358.990289975772
2024-05-22,16.38,38617.1015625,2357.576407967033
2024-05-23,16.5,39103.21875,2369.8920454545455
2024-05-24,16.42,38646.109375,2353.5998401339825
2024-05-27,16.57,38900.01953125,2347.6173525196136
2024-05-28,16.58,38855.37109375,2343.5085098763575
2024-05-29,16.43,38556.87109375,2346.735915626902
2024-05-30,16.25,38054.12890625,2341.792548076923
2024-05-31,16.52,38487.8984375,2329.775934473366
2024-06-03,16.69,38923.03125,2332.116911324146
2024-06-04,16.61,38837.4609375,2338.197527844672
2024-06-05,16.36,38490.171875,2352.6999923594135
2024-06-06,16.43,38703.51171875,2355.661090611686
2024-06-07,16.4,38683.9296875,2358.7762004573174
2024-06-10,16.57,39038.16015625,2355.954143406759
2024-06-11,16.54,39134.7890625,2366.0694717351876
2024-06-12,16.41,38876.7109375,2369.086589731871
2024-06-13,16.27,38720.46875,2379.869007375538
2024-06-14,16.33,38814.55859375,2376.8866254592776
2024-06-17,16.03,38102.44140625,2376.945814488459
2024-06-18,16.13,38482.109375,2385.7476363918167
2024-06-19,16.22,38570.76171875,2377.9754450524047
2024-06-20,16.2,38633.01953125,2384.7542920524693
2024-06-21,16.2,38596.46875,2382.4980709876545
2024-06-24,16.3,38804.6484375,2380.653278374233
2024-06-25,16.6,39173.1484375,2359.8282191265057
2024-06-26,16.7,39667.0703125,2375.2736714071857
2024-06-27,16.62,39341.5390625,2367.120280535499
2024-06-28,16.74,39583.078125,2364.580533154122
2024-07-01,16.84,39631.05859375,2353.3882775385987
2024-07-02,17.06,40074.69140625,2349.044044915006
2024-07-03,17.16,40580.76171875,2364.84625400641
2024-07-04,17.35,40913.6484375,2358.135356628242
2024-07-05,17.28,40912.37109375,2367.614067925347
2024-07-08,17.17,40780.69921875,2375.1135246796734
2024-07-09,17.36,41580.171875,2395.1711909562214
2024-07-10,17.46,41831.98828125,2395.8756174828177
2024-07-11,17.58,42224.01953125,2401.8213612770196
2024-07-12,17.27,41190.6796875,2385.1001556166766
2024-07-16,17.33,41275.078125,2381.7125288517027
2024-07-17,17.38,41097.69140625,2364.6542811421177
2024-07-18,17.06,40126.3515625,2352.0721900644785
2024-07-19,17.0,40063.7890625,2356.693474264706
2024-07-22,16.81,39599.0,2355.6811421772754
2024-07-23,16.77,39594.390625,2361.025081991652
2024-07-24,16.54,39154.8515625,2367.2824402962515
2024-07-25,16.0,37869.51171875,2366.844482421875
2024-07-26,15.91,37667.41015625,2367.530493793212
2024-07-29,16.27,38468.62890625,2364.3902216502765
2024-07-30,16.25,38525.94921875,2370.8276442307692
2024-07-31,16.44,39101.8203125,2378.456223388078
2024-08-01,15.83,38126.328125,2408.485668035376
2024-08-02,14.9,35909.69921875,2410.0469274328857
2024-08-05,13.01,31458.419921875,2418.0184413431975
2024-08-06,14.26,34675.4609375,2431.6592522791025
2024-08-07,14.59,35089.62109375,2405.0459968300206
2024-08-08,14.35,34831.1484375,2427.257730836237
2024-08-09,14.43,35025.0,2427.2349272349275
2024-08-13,14.85,36232.51171875,2439.899779040404
2024-08-14,15.02,36442.4296875,2426.260298768309
2024-08-15,15.15,36726.640625,2424.200701320132
2024-08-16,15.64,38062.671875,2433.674672314578
2024-08-19,15.41,37388.62109375,2426.2570469662555
2024-08-20,15.57,38062.921875,2444.632105009634
2024-08-21,15.55,37951.80078125,2440.630275321543
2024-08-22,15.59,38211.01171875,2450.9949787524056
2024-08-23,15.67,38364.26953125,2448.2622547064457
2024-08-26,15.51,38110.21875,2457.1385396518376
2024-08-27,15.62,38288.62109375,2451.25615196863
2024-08-28,15.71,38371.76171875,2442.5055199713556
2024-08-29,15.72,38362.53125,2440.364583333333
2024-08-30,15.83,38647.75,2441.424510423247
2024-09-02,15.87,38700.87109375,2438.6182163673598
2024-09-03,15.94,38686.30859375,2426.9955203105396
2024-09-04,15.3,37047.609375,2421.4123774509803
2024-09-05,15.19,36657.08984375,2413.2383043943387
2024-09-06,15.03,36391.46875,2421.2554058549567
2024-09-09,14.92,36215.75,2427.32908847185
2024-09-10,14.86,36159.16015625,2433.32167942463
2024-09-11,14.61,35619.76953125,2438.0403512149214
2024-09-12,15.01,36833.26953125,2453.9153585109925
2024-09-13,14.88,36581.76171875,2458.451728410618
2024-09-17,14.76,36203.21875,2452.7925982384822
2024-09-18,14.79,36380.171875,2459.7817359702503
2024-09-19,15.13,37155.328125,2455.738805353602
2024-09-20,15.3,37723.91015625,2465.615042892157
2024-09-24,15.39,37940.58984375,2465.2754934210525
2024-09-25,15.34,37870.26171875,2468.726318041069
2024-09-26,15.74,38925.62890625,2473.038685276366
2024-09-27,15.9,39829.55859375,2505.0036851415093
2024-09-30,15.27,37919.55078125,2483.271171005239
2024-10-01,15.6,38651.96875,2477.6903044871797
2024-10-02,15.36,37808.76171875,2461.5079243977866
2024-10-03,15.56,38552.05859375,2477.6387271047556
2024-10-04,15.61,38635.62109375,2475.0558035714284
2024-10-07,15.88,39332.73828125,2476.872687736146
2024-10-08,15.64,38937.5390625,2489.612472026854
2024-10-09,15.7,39277.9609375,2501.780951433121
2024-10-10,15.75,39380.890625,2500.374007936508
2024-10-11,15.77,39605.80078125,2511.464856135067
2024-10-15,15.87,39910.55078125,2514.842519297417
2024-10-16,15.66,39180.30078125,2501.9349157886336
2024-10-17,15.64,38911.19140625,2487.9278392742967
2024-10-18,15.65,38981.75,2490.8466453674123
2024-10-21,15.61,38954.6015625,2495.4901705637412
2024-10-22,15.45,38411.9609375,2486.2110639158577
2024-10-23,15.38,38104.859375,2477.559127113134
2024-10-24,15.37,38143.2890625,2481.671376870527
2024-10-25,15.28,37913.921875,2481.277609620419
2024-10-28,15.52,38605.53125,2487.4697970360826
2024-10-29,15.66,38903.6796875,2484.2707335568325
2024-10-30,15.84,39277.390625,2479.633246527778
