date,per,close,eps
2022-08-31,12.82,28091.529296875,2191.2269342336194
2022-09-01,12.64,27661.470703125,2188.4074923358385
2022-09-02,12.63,27650.83984375,2189.2984832739508
2022-09-05,12.6,27619.609375,2192.0324900793653
2022-09-06,12.59,27626.509765625,2194.3216652601272
2022-09-07,12.51,27430.30078125,2192.669926558753
2022-09-08,12.79,28065.279296875,2194.314253078577
2022-09-09,12.83,28214.75,2199.1231488698363
2022-09-12,12.92,28542.109375,2209.14159249226
2022-09-13,12.95,28614.630859375,2209.624004584942
2022-09-14,12.68,27818.619140625,2193.8974085666405
2022-09-15,12.71,27875.91015625,2193.226605527144
2022-09-16,12.62,27567.650390625,2184.441393868859
2022-09-20,12.67,27688.419921875,2185.352795728098
2022-09-21,12.49,27313.130859375,2186.7999086769414
2022-09-22,12.46,27153.830078125,2179.28010257825
2022-09-26,12.11,26431.55078125,2182.621864677952
2022-09-27,12.17,26571.869140625,2183.3910551047657
2022-09-28,12.02,26173.98046875,2177.5358127079867
2022-09-29,12.18,26422.05078125,2169.2980936986864
2022-09-30,11.95,25937.2109375,2170.4779027196655
2022-10-03,12.18,26215.7890625,2152.3636340311987
2022-10-04,12.57,26992.2109375,2147.351705449483
2022-10-05,12.58,27120.529296875,2155.844936158585
2022-10-06,12.64,27311.30078125,2160.704175731804
2022-10-07,12.53,27116.109375,2164.094922186752
2022-10-11,12.29,26401.25,2148.1895850284786
2022-10-12,12.28,26396.830078125,2149.578996589984
2022-10-13,12.19,26237.419921875,2152.3724300143563
2022-10-14,12.5,27090.759765625,2167.26078125
2022-10-17,12.38,26775.7890625,2162.826257067851
2022-10-18,12.52,27156.140625,2169.0208166932907
2022-10-19,12.54,27257.380859375,2173.634837270734
2022-10-20,12.5,27006.9609375,2160.556875
2022-10-21,12.41,26890.580078125,2166.847709760274
2022-10-24,12.45,26974.900390625,2166.6586659136547
2022-10-25,12.6,27250.279296875,2162.7205791170636
2022-10-26,12.67,27431.83984375,2165.101802979479
2022-10-27,12.58,27345.240234375,2173.7074908088234
2022-10-28,12.5,27105.19921875,2168.4159375
2022-10-31,12.78,27587.4609375,2158.6432658450703
2022-11-01,12.81,27678.919921875,2160.727550497658
2022-11-02,12.74,27663.390625,2171.3807397959185
2022-11-04,12.53,27199.740234375,2170.769372256584
2022-11-07,12.53,27527.640625,2196.938597366321
2022-11-08,12.71,27872.109375,2192.927566876475
2022-11-09,12.57,27716.4296875,2204.966562251392
2022-11-10,12.48,27446.099609375,2199.2066994691504
2022-11-11,12.72,28263.5703125,2221.9787981525155
2022-11-14,12.49,27963.470703125,2238.868751251001
2022-11-15,12.62,27990.169921875,2217.9215468997622
2022-11-16,12.61,28028.30078125,2222.7042649682794
2022-11-17,12.62,27930.5703125,2213.1989154120447
2022-11-18,12.63,27899.76953125,2209.0078805423595
2022-11-21,12.74,27944.7890625,2193.4685292386184
2022-11-22,12.89,28115.740234375,2181.205603908068
2022-11-24,13.02,28383.08984375,2179.9608174923196
2022-11-25,13.01,28283.029296875,2173.9453725499616
2022-11-28,12.93,28162.830078125,2178.0997740235885
2022-11-29,12.86,28027.83984375,2179.4587747861588
2022-11-30,12.83,27968.990234375,2179.9680619154324
2022-12-01,12.84,28226.080078125,2198.2928409754672
2022-12-02,12.62,27777.900390625,2201.1014572603012
2022-12-05,12.58,27820.400390625,2211.478568412162
2022-12-06,12.61,27885.869140625,2211.409130898097
2022-12-07,12.59,27686.400390625,2199.0786648629864
2022-12-08,12.53,27574.4296875,2200.6727603751
2022-12-09,12.66,27901.009765625,2203.871229512243
2022-12-12,12.63,27842.330078125,2204.460022020982
2022-12-13,12.69,27954.849609375,2202.9038305260046
2022-12-14,12.77,28156.2109375,2204.871647415818
2022-12-15,12.75,28051.69921875,2200.1332720588234
2022-12-16,12.58,27527.119140625,2188.1652734996023
2022-12-19,12.48,27237.640625,2182.5032552083335
2022-12-20,12.28,26568.029296875,2163.520301048453
2022-12-21,12.21,26387.720703125,2161.156486742424
2022-12-22,12.3,26507.869140625,2155.1113122459346
2022-12-23,12.23,26235.25,2145.155355682747
2022-12-26,12.26,26405.869140625,2153.822931535481
2022-12-27,12.28,26447.869140625,2153.7352720378667
2022-12-28,12.27,26340.5,2146.7400162999184
2022-12-29,12.17,26093.669921875,2144.097775010271
2022-12-30,12.15,26094.5,2147.695473251029
2023-01-04,12.01,25716.859375,2141.2872085761865
2023-01-05,12.02,25820.80078125,2148.1531431988356
2023-01-06,12.07,25973.849609375,2151.934516103977
2023-01-10,12.1,26175.560546875,2163.2694666838843
2023-01-11,12.22,26446.0,2164.1571194762682
2023-01-12,12.27,26449.8203125,2155.649577220864
2023-01-13,12.22,26119.51953125,2137.4402235065463
2023-01-16,12.1,25822.3203125,2134.0760588842977
2023-01-17,12.22,26138.6796875,2139.008157733224
2023-01-18,12.45,26791.119140625,2151.8971197289156
2023-01-19,12.3,26405.23046875,2146.7667047764226
2023-01-20,12.38,26553.529296875,2144.8731257572695
2023-01-23,12.5,26906.0390625,2152.483125
2023-01-24,12.8,27299.189453125,2132.7491760253906
2023-01-25,12.89,27395.009765625,2125.2916808087666
2023-01-26,12.87,27362.75,2126.0878010878014
2023-01-27,12.9,27382.560546875,2122.6791121608526
2023-01-30,12.91,27433.400390625,2124.972919490705
2023-01-31,12.77,27327.109375,2139.94591816758
2023-02-01,12.74,27346.880859375,2146.5369591346152
2023-02-02,12.73,27402.05078125,2152.5570134524746
2023-02-03,12.78,27509.4609375,2152.539979460094
2023-02-06,12.84,27693.650390625,2156.826354410047
2023-02-07,12.87,27685.470703125,2151.1632247960374
2023-02-08,12.93,27606.4609375,2135.0704514694507
2023-02-09,12.97,27584.349609375,2126.781003035852
2023-02-10,13.02,27670.98046875,2125.267317108295
2023-02-13,13.04,27427.3203125,2103.3221098542945
2023-02-14,13.1,27602.76953125,2107.0816436068703
2023-02-15,13.1,27501.859375,2099.3785782442746
2023-02-16,13.18,27696.439453125,2101.3990480367984
2023-02-17,13.07,27513.130859375,2105.0597444051264
2023-02-20,13.11,27531.939453125,2100.071659277269
2023-02-21,13.1,27473.099609375,2097.183176288168
2023-02-22,12.95,27104.3203125,2092.9977075289576
2023-02-24,13.03,27453.48046875,2106.9440114159634
2023-02-27,13.05,27423.9609375,2101.4529454022986
2023-02-28,13.03,27445.560546875,2106.336189322717
2023-03-01,13.06,27516.529296875,2106.931799148162
2023-03-02,13.04,27498.869140625,2108.808983176764
2023-03-03,13.21,27927.470703125,2114.115874574186
2023-03-06,13.33,28237.779296875,2118.363038025131
2023-03-07,13.39,28309.16015625,2114.201654686333
2023-03-08,13.42,28444.189453125,2119.537217073398
2023-03-09,13.6,28623.150390625,2104.6434110753676
2023-03-10,13.33,28143.970703125,2111.3256341429105
2023-03-13,13.12,27832.9609375,2121.4147056021343
2023-03-14,12.76,27222.0390625,2133.3886412617553
2023-03-15,12.83,27229.48046875,2122.3289531371784
2023-03-16,12.67,27010.609375,2131.855514996054
2023-03-17,12.81,27333.7890625,2133.78525078064
2023-03-20,12.63,26945.669921875,2133.465552009105
2023-03-22,12.87,27466.609375,2134.157682595183
2023-03-23,12.82,27419.609375,2138.8150838533543
2023-03-24,12.8,27385.25,2139.47265625
2023-03-27,12.84,27476.869140625,2139.9430794879286
2023-03-28,12.89,27518.25,2134.8525989138866
2023-03-29,13.06,27883.779296875,2135.0520135432616
2023-03-30,13.09,27782.9296875,2122.45452158136
2023-03-31,13.23,28041.48046875,2119.5374503968255
2023-04-03,13.53,28188.150390625,2083.381403593866
2023-04-04,13.57,28287.419921875,2084.5556316783345
2023-04-05,13.31,27813.259765625,2089.651372323441
2023-04-06,13.16,27472.630859375,2087.58593156345
2023-04-07,13.18,27518.310546875,2087.883956515554
2023-04-10,13.26,27633.66015625,2083.986437122926
2023-04-11,13.36,27923.369140625,2090.0725404659433
2023-04-12,13.48,28082.69921875,2083.2862921921364
2023-04-13,13.48,28156.970703125,2088.79604622589
2023-04-14,13.56,28493.470703125,2101.2883999354717
2023-04-17,13.63,28514.779296875,2092.0601098220836
2023-04-18,13.73,28658.830078125,2087.3146451656953
2023-04-19,13.74,28606.759765625,2082.0058053584426
2023-04-20,13.73,28657.5703125,2087.2228923889293
2023-04-21,13.67,28564.369140625,2089.5661404992684
2023-04-24,13.66,28593.51953125,2093.2298339128843
2023-04-25,13.61,28620.0703125,2102.8707062821454
2023-04-26,13.51,28416.470703125,2103.3657071151
2023-04-27,13.65,28457.6796875,2084.8116987179487
2023-04-28,13.69,28856.439453125,2107.848024333455
2023-05-01,13.9,29123.1796875,2095.1927832733813
2023-05-02,13.67,29157.94921875,2132.988238386979
2023-05-08,13.69,28949.880859375,2114.6735470690287
2023-05-09,14.08,29242.8203125,2076.904851740057
2023-05-10,14.52,29122.1796875,2005.6597580922867
2023-05-11,14.42,29126.720703125,2019.8835439060333
2023-05-12,14.49,29388.30078125,2028.178107746722
2023-05-15,14.51,29626.33984375,2041.7877218297726
2023-05-16,14.17,29842.990234375,2106.068471021524
2023-05-17,14.21,30093.58984375,2117.7754992083037
2023-05-18,14.37,30573.9296875,2127.6221076896313
2023-05-19,14.4,30808.349609375,2139.4687228732637
2023-05-22,14.76,31086.8203125,2106.153137703252
2023-05-23,14.67,30957.76953125,2110.277404993183
2023-05-24,14.2,30682.6796875,2160.7520906690143
2023-05-25,14.15,30801.130859375,2176.7583646201415
2023-05-26,14.17,30916.310546875,2181.814435206422
2023-05-29,14.29,31233.5390625,2185.6920267669702
2023-05-30,14.3,31328.16015625,2190.780430506993
2023-05-31,14.09,30887.880859375,2192.184589025905
2023-06-01,14.23,31148.009765625,2188.897383388967
2023-06-02,14.45,31524.220703125,2181.606969074395
2023-06-05,14.72,32217.4296875,2188.68408203125
2023-06-06,14.85,32506.779296875,2189.0087068602693
2023-06-07,14.63,31913.740234375,2181.3903099367735
2023-06-08,14.53,31641.26953125,2177.6510344975914
2023-06-09,14.77,32265.169921875,2184.507103715301
